Time [s],Packet ID,MOSI,MISO
0.061828500000000,,0b  0000  0000,
0.061843500000000,,0b  1001  0111,
0.061858500000000,,0b  0000  0011,
0.061968600000000,,0b  1000  0001,
0.061983600000000,,0b  0011  1101,
0.061998600000000,,0b  0111  0100,
0.062068000000000,,0b  0000  0010,
0.062083000000000,,0b  0011  1100,
0.062098000000000,,0b  0111  0100,
0.161895700000000,,0b  0000  0000,
0.161910700000000,,0b  1001  0111,
0.161925700000000,,0b  0000  0011,
0.162037000000000,,0b  1000  0001,
0.162052000000000,,0b  0011  1110,
0.162067000000000,,0b  0111  0100,
0.162142300000000,,0b  0000  0010,
0.162157300000000,,0b  0011  1100,
0.162172300000000,,0b  0111  0100,
0.261967800000000,,0b  0000  0000,
0.261982800000000,,0b  1001  0111,
0.261997800000000,,0b  0000  0011,
0.262106400000000,,0b  1000  0001,
0.262121400000000,,0b  0011  1110,
0.262136400000000,,0b  0111  0100,
0.262205600000000,,0b  1000  0010,
0.262220500000000,,0b  0011  1110,
0.262235500000000,,0b  0111  0100,
0.362042300000000,,0b  0000  0000,
0.362057300000000,,0b  1001  0111,
0.362072300000000,,0b  0000  0011,
0.362181400000000,,0b  1000  0001,
0.362196500000000,,0b  0011  1110,
0.362211500000000,,0b  0111  0100,
0.362281200000000,,0b  1000  0010,
0.362296100000000,,0b  0011  1110,
0.362311100000000,,0b  0111  0100,
0.462110400000000,,0b  0000  0000,
0.462125400000000,,0b  1001  0111,
0.462140400000000,,0b  0000  0011,
0.462250200000000,,0b  1000  0001,
0.462265200000000,,0b  0100  0000,
0.462280200000000,,0b  0111  0100,
0.462349100000000,,0b  0000  0010,
0.462364100000000,,0b  0011  1111,
0.462379100000000,,0b  0111  0100,
0.562179900000000,,0b  0000  0000,
0.562194900000000,,0b  1001  0111,
0.562209900000000,,0b  0000  0011,
0.562318900000000,,0b  1000  0001,
0.562333900000000,,0b  0100  0000,
0.562349000000000,,0b  0111  0100,
0.562428000000000,,0b  0000  0010,
0.562443000000000,,0b  0011  1111,
0.562458000000000,,0b  0111  0100,
0.662249700000000,,0b  0000  0000,
0.662264700000000,,0b  1001  0111,
0.662279700000000,,0b  0000  0011,
0.662389600000000,,0b  0000  0001,
0.662404700000000,,0b  0100  0001,
0.662419700000000,,0b  0111  0100,
0.662488700000000,,0b  1000  0010,
0.662503700000000,,0b  0100  0000,
0.662518600000000,,0b  0111  0100,
0.762318200000000,,0b  0000  0000,
0.762333200000000,,0b  1001  0111,
0.762348200000000,,0b  0000  0011,
0.762458100000000,,0b  0000  0001,
0.762473100000000,,0b  0100  0010,
0.762488100000000,,0b  0111  0100,
0.762559600000000,,0b  0000  0010,
0.762574600000000,,0b  0100  0001,
0.762589600000000,,0b  0111  0100,
0.862389700000000,,0b  0000  0000,
0.862404700000000,,0b  1001  0111,
0.862419700000000,,0b  0000  0011,
0.862528500000000,,0b  0000  0001,
0.862543500000000,,0b  0100  0010,
0.862558500000000,,0b  0111  0100,
0.862627600000000,,0b  0000  0010,
0.862642600000000,,0b  0100  0001,
0.862657600000000,,0b  0111  0100,
0.962460200000000,,0b  0000  0000,
0.962475200000000,,0b  1001  0111,
0.962490100000000,,0b  0000  0011,
0.962599200000000,,0b  0000  0001,
0.962614200000000,,0b  0100  0100,
0.962629300000000,,0b  0111  0100,
0.962698200000000,,0b  1000  0010,
0.962713200000000,,0b  0100  0011,
0.962728200000000,,0b  0111  0100,
1.062524300000000,,0b  0000  0000,
1.062539300000000,,0b  1001  0111,
1.062554300000000,,0b  0000  0011,
1.062663300000000,,0b  0000  0001,
1.062678300000000,,0b  0100  0100,
1.062693400000000,,0b  0111  0100,
1.062763800000000,,0b  1000  0010,
1.062778800000000,,0b  0100  0011,
1.062793800000000,,0b  0111  0100,
1.162593800000000,,0b  0000  0000,
1.162608800000000,,0b  1001  0111,
1.162623800000000,,0b  0000  0011,
1.162734700000000,,0b  1000  0001,
1.162749700000000,,0b  0100  0101,
1.162764800000000,,0b  0111  0100,
1.162837500000000,,0b  0000  0010,
1.162852500000000,,0b  0100  0100,
1.162867400000000,,0b  0111  0100,
1.262663300000000,,0b  0000  0000,
1.262678300000000,,0b  1001  0111,
1.262693300000000,,0b  0000  0011,
1.262802100000000,,0b  0000  0001,
1.262817200000000,,0b  0100  0111,
1.262832200000000,,0b  0111  0100,
1.262902400000000,,0b  0000  0010,
1.262917400000000,,0b  0100  0100,
1.262932400000000,,0b  0111  0100,
1.362730200000000,,0b  0000  0000,
1.362745200000000,,0b  1001  0111,
1.362760100000000,,0b  0000  0011,
1.362869900000000,,0b  0000  0001,
1.362884900000000,,0b  0100  0111,
1.362899900000000,,0b  0111  0100,
1.362968400000000,,0b  1000  0010,
1.362983400000000,,0b  0100  0110,
1.362998400000000,,0b  0111  0100,
1.462804700000000,,0b  0000  0000,
1.462819700000000,,0b  1001  0111,
1.462834600000000,,0b  0000  0011,
1.462943300000000,,0b  0000  0001,
1.462958300000000,,0b  0100  1000,
1.462973400000000,,0b  0111  0100,
1.463043000000000,,0b  1000  0010,
1.463058000000000,,0b  0100  0110,
1.463073000000000,,0b  0111  0100,
1.562873200000000,,0b  0000  0000,
1.562888200000000,,0b  1001  0111,
1.562903100000000,,0b  0000  0011,
1.563014400000000,,0b  0000  0001,
1.563029400000000,,0b  0100  1000,
1.563044500000000,,0b  0111  0100,
1.563115700000000,,0b  1000  0010,
1.563130700000000,,0b  0100  0110,
1.563145700000000,,0b  0111  0100,
1.662945000000000,,0b  0000  0000,
1.662960000000000,,0b  1001  0111,
1.662975000000000,,0b  0000  0011,
1.663083900000000,,0b  0000  0001,
1.663098900000000,,0b  0100  1000,
1.663113900000000,,0b  0111  0100,
1.663183700000000,,0b  0000  0010,
1.663198700000000,,0b  0100  0111,
1.663213600000000,,0b  0111  0100,
1.763008500000000,,0b  0000  0000,
1.763023500000000,,0b  1001  0111,
1.763038500000000,,0b  0000  0011,
1.763148300000000,,0b  0000  0001,
1.763163300000000,,0b  0100  1000,
1.763178300000000,,0b  0111  0100,
1.763251700000000,,0b  1000  0010,
1.763266600000000,,0b  0100  0110,
1.763281600000000,,0b  0111  0100,
1.863078700000000,,0b  0000  0000,
1.863093700000000,,0b  1001  0111,
1.863108700000000,,0b  0000  0011,
1.863218700000000,,0b  0000  0001,
1.863233700000000,,0b  0100  0111,
1.863248800000000,,0b  0111  0100,
1.863319000000000,,0b  0000  0010,
1.863334000000000,,0b  0100  0111,
1.863349000000000,,0b  0111  0100,
1.963147900000000,,0b  0000  0000,
1.963162900000000,,0b  1001  0111,
1.963177900000000,,0b  0000  0011,
1.963285800000000,,0b  0000  0001,
1.963300800000000,,0b  0100  0111,
1.963315900000000,,0b  0111  0100,
1.963390300000000,,0b  1000  0010,
1.963405300000000,,0b  0100  0110,
1.963420300000000,,0b  0111  0100,
2.063213800000000,,0b  0000  0000,
2.063228700000000,,0b  1001  0111,
2.063243700000000,,0b  0000  0011,
2.063355300000000,,0b  0000  0001,
2.063370300000000,,0b  0100  0111,
2.063385300000000,,0b  0111  0100,
2.063456600000000,,0b  1000  0010,
2.063471600000000,,0b  0100  0110,
2.063486600000000,,0b  0111  0100,
2.163284900000000,,0b  0000  0000,
2.163299900000000,,0b  1001  0111,
2.163314900000000,,0b  0000  0011,
2.163424000000000,,0b  0000  0001,
2.163439100000000,,0b  0100  0111,
2.163454100000000,,0b  0111  0100,
2.163524000000000,,0b  0000  0010,
2.163538900000000,,0b  0100  0100,
2.163553900000000,,0b  0111  0100,
2.263355100000000,,0b  0000  0000,
2.263370100000000,,0b  1001  0111,
2.263385100000000,,0b  0000  0011,
2.263495500000000,,0b  1000  0001,
2.263510500000000,,0b  0100  0101,
2.263525600000000,,0b  0111  0100,
2.263594000000000,,0b  0000  0010,
2.263608900000000,,0b  0100  0100,
2.263623900000000,,0b  0111  0100,
2.363422300000000,,0b  0000  0000,
2.363437300000000,,0b  1001  0111,
2.363452300000000,,0b  0000  0011,
2.363563300000000,,0b  1000  0001,
2.363578300000000,,0b  0100  0101,
2.363593300000000,,0b  0111  0100,
2.363666300000000,,0b  0000  0010,
2.363681300000000,,0b  0100  0100,
2.363696300000000,,0b  0111  0100,
2.463492900000000,,0b  0000  0000,
2.463507900000000,,0b  1001  0111,
2.463522800000000,,0b  0000  0011,
2.463633700000000,,0b  1000  0001,
2.463648800000000,,0b  0100  0101,
2.463663800000000,,0b  0111  0100,
2.463732000000000,,0b  0000  0010,
2.463746900000000,,0b  0100  0100,
2.463761900000000,,0b  0111  0100,
2.563564100000000,,0b  1000  0000,
2.563579100000000,,0b  1001  0011,
2.563594000000000,,0b  0000  0011,
2.563703900000000,,0b  1000  0001,
2.563718900000000,,0b  0100  0101,
2.563733900000000,,0b  0111  0100,
2.563804300000000,,0b  0000  0010,
2.563819300000000,,0b  0100  0100,
2.563834300000000,,0b  0111  0100,
2.663631300000000,,0b  0000  0000,
2.663646300000000,,0b  1001  0111,
2.663661300000000,,0b  0000  0011,
2.663771600000000,,0b  1000  0001,
2.663786700000000,,0b  0100  0101,
2.663801700000000,,0b  0111  0100,
2.663869600000000,,0b  1000  0010,
2.663884600000000,,0b  0100  0011,
2.663899600000000,,0b  0111  0100,
2.763702800000000,,0b  0000  0000,
2.763717800000000,,0b  1001  0111,
2.763732800000000,,0b  0000  0011,
2.763843400000000,,0b  0000  0001,
2.763858500000000,,0b  0100  0100,
2.763873500000000,,0b  0111  0100,
2.763941600000000,,0b  1000  0010,
2.763956600000000,,0b  0100  0011,
2.763971600000000,,0b  0111  0100,
2.863771400000000,,0b  0000  0000,
2.863786400000000,,0b  1001  0111,
2.863801300000000,,0b  0000  0011,
2.863910200000000,,0b  1000  0001,
2.863925300000000,,0b  0100  0000,
2.863940300000000,,0b  0111  0100,
2.864015000000000,,0b  1000  0010,
2.864030000000000,,0b  0100  0011,
2.864045000000000,,0b  0111  0100,
2.963840600000000,,0b  0000  0000,
2.963855600000000,,0b  1001  0111,
2.963870600000000,,0b  0000  0011,
2.963980000000000,,0b  1000  0001,
2.963995100000000,,0b  0011  1110,
2.964010100000000,,0b  0111  0100,
2.964088000000000,,0b  0000  0010,
2.964103000000000,,0b  0100  0001,
2.964118000000000,,0b  0111  0100,
3.063909100000000,,0b  0000  0000,
3.063924100000000,,0b  1001  0111,
3.063939100000000,,0b  0000  0011,
3.064050200000000,,0b  1000  0001,
3.064065200000000,,0b  0011  1110,
3.064080200000000,,0b  0111  0100,
3.064148400000000,,0b  0000  0010,
3.064163400000000,,0b  0100  0001,
3.064178400000000,,0b  0111  0100,
3.163975400000000,,0b  0000  0000,
3.163990300000000,,0b  1001  0111,
3.164005300000000,,0b  0000  0011,
3.164114600000000,,0b  0000  0001,
3.164129700000000,,0b  0100  0001,
3.164144700000000,,0b  0111  0100,
3.164214400000000,,0b  1000  0010,
3.164229400000000,,0b  0100  0000,
3.164244400000000,,0b  0111  0100,
3.264045600000000,,0b  0000  0000,
3.264060600000000,,0b  1001  0111,
3.264075600000000,,0b  0000  0011,
3.264185100000000,,0b  0000  0001,
3.264200200000000,,0b  0100  0001,
3.264215200000000,,0b  0111  0100,
3.264285400000000,,0b  1000  0010,
3.264300400000000,,0b  0100  0000,
3.264315400000000,,0b  0111  0100,
3.364113500000000,,0b  0000  0000,
3.364128500000000,,0b  1001  0111,
3.364143400000000,,0b  0000  0011,
3.364252900000000,,0b  0000  0001,
3.364268000000000,,0b  0100  0001,
3.364283000000000,,0b  0111  0100,
3.364353500000000,,0b  1000  0010,
3.364368500000000,,0b  0100  0000,
3.364383400000000,,0b  0111  0100,
3.464183000000000,,0b  0000  0000,
3.464198000000000,,0b  1001  0111,
3.464213000000000,,0b  0000  0011,
3.464323100000000,,0b  0000  0001,
3.464338100000000,,0b  0011  1100,
3.464353200000000,,0b  0111  0100,
3.464421800000000,,0b  0000  0010,
3.464436800000000,,0b  0011  1111,
3.464451800000000,,0b  0111  0100,
3.564248900000000,,0b  0000  0000,
3.564263900000000,,0b  1001  0111,
3.564278900000000,,0b  0000  0011,
3.564389300000000,,0b  1000  0001,
3.564404300000000,,0b  0100  0000,
3.564419300000000,,0b  0111  0100,
3.564493900000000,,0b  0000  0010,
3.564508900000000,,0b  0011  1111,
3.564523900000000,,0b  0111  0100,
3.664315200000000,,0b  0000  0000,
3.664330200000000,,0b  1001  0111,
3.664345100000000,,0b  0000  0011,
3.664455700000000,,0b  1000  0001,
3.664470800000000,,0b  0100  0000,
3.664485800000000,,0b  0111  0100,
3.664556600000000,,0b  0000  0010,
3.664571600000000,,0b  0011  1111,
3.664586600000000,,0b  0111  0100,
3.764385400000000,,0b  0000  0000,
3.764400400000000,,0b  1001  0111,
3.764415400000000,,0b  0000  0011,
3.764523600000000,,0b  0000  0001,
3.764538600000000,,0b  0011  1010,
